"","trait","community_metric","term","estimate","std.error","statistic","p.value"
"47","odds_B_dark","CWM","scale(Snw)",-0.729375292710955,0.962749362907308,-0.757596235128517,0.453025170404585
"48","odds_B_dark","CWM","scale(auto)",0.518760583592554,1.02843768037329,0.504416158113011,0.616669208931675
"49","odds_C_WP","CM","(Intercept)",-13.7773501677724,0.355324681424414,-38.7739745872486,6.17787931666009e-34
"50","odds_C_WP","CM","scale(elevation)",1.44390815282759,0.367369191718549,3.93040076679539,0.000319057715989626
"51","odds_C_WP","CM","scale(FDD)",0.290472262759287,0.375165244732554,0.77425152472841,0.44322410952763
"52","odds_C_WP","CM","scale(GDD)",0.021161392844721,0.383678091101026,0.0551540297336107,0.956283646181171
"53","odds_C_WP","CM","scale(Snw)",-0.503789657145768,0.372594193388598,-1.35211354896328,0.18375074185165
"54","odds_C_WP","CM","scale(auto)",-0.283504770954629,0.395811885916503,-0.716261388407204,0.477890097819186
"55","odds_C_WP","CWM","(Intercept)",-12.5560534453141,0.752590749281567,-16.6837732955132,7.01305586008339e-20
"56","odds_C_WP","CWM","scale(elevation)",1.03438878003383,0.781565280443157,1.32348353479483,0.193007562450548
"57","odds_C_WP","CWM","scale(FDD)",0.0493679255531119,0.77076026101914,0.0640509481999435,0.94924093061244
"58","odds_C_WP","CWM","scale(GDD)",0.505285261631092,0.79240911905602,0.637657050480473,0.527242238207168
"59","odds_C_WP","CWM","scale(Snw)",-0.642380005238892,0.784452284059402,-0.818889839818796,0.417583808390072
"60","odds_C_WP","CWM","scale(auto)",0.0365875095839383,0.799032815129085,0.0457897459167901,0.963700137560765
"61","odds_D_constant","CM","(Intercept)",-0.891574984169605,0.34004400174227,-2.62194004188128,0.0122143895283002
"62","odds_D_constant","CM","scale(elevation)",1.26500416201919,0.356883947766995,3.54458128457235,0.00099884882234987
"63","odds_D_constant","CM","scale(FDD)",0.579970164798373,0.34638206125515,1.67436547578935,0.101671698875561
"64","odds_D_constant","CM","scale(GDD)",-0.164401463271158,0.355910057444109,-0.461918565751615,0.646581467467591
"65","odds_D_constant","CM","scale(Snw)",0.155466610417821,0.353920411264154,0.439269975592862,0.662772462751223
"66","odds_D_constant","CM","scale(auto)",0.03501087307738,0.359820735944556,0.0973008767420641,0.922961565152635
"67","odds_D_constant","CWM","(Intercept)",-1.99184645621641,0.560730856555027,-3.5522326494635,0.000976944083080001
"68","odds_D_constant","CWM","scale(elevation)",-0.031958114893587,0.579761036323936,-0.0551229090803038,0.956308287538876
"69","odds_D_constant","CWM","scale(FDD)",0.915721596704559,0.571058117066799,1.60355236942975,0.11648966973949
"70","odds_D_constant","CWM","scale(GDD)",0.763397621878776,0.580082815700162,1.31601488824894,0.195479856598854
"71","odds_D_constant","CWM","scale(Snw)",-0.0413476626938136,0.60983661044901,-0.0678012142684745,0.946273454276703
"72","odds_D_constant","CWM","scale(auto)",0.291119029810344,0.602200237571684,0.483425630956663,0.6313653562262
"73","plant_height","CM","(Intercept)",0.980566924700858,0.0201509854603619,48.6609911276889,6.78058030977313e-38
"74","plant_height","CM","scale(elevation)",-0.0253873167595653,0.020870263394307,-1.21643489973828,0.230776032986892
"75","plant_height","CM","scale(FDD)",-0.0215057826303255,0.0212368559928685,-1.01266320389173,0.317160157518392
"76","plant_height","CM","scale(GDD)",0.110307087815446,0.0239080934077239,4.61379692367311,3.84794143088325e-05
"77","plant_height","CM","scale(Snw)",0.0119127669721762,0.0220054014611428,0.541356493459655,0.591191592283312
"78","plant_height","CM","scale(auto)",-0.0499796312625023,0.025170320722848,-1.98565730698592,0.0537864232212426
"79","plant_height","CWM","(Intercept)",1.14830841492101,0.0519272915275008,22.113774493955,2.10685379078353e-24
"80","plant_height","CWM","scale(elevation)",-0.0184185924881219,0.0539839617780101,-0.341186379833733,0.734705654286679
"81","plant_height","CWM","scale(FDD)",-0.0450946031980661,0.0529379903740185,-0.851838214474384,0.399252277065472
"82","plant_height","CWM","scale(GDD)",0.261093505725413,0.0542972478734125,4.80859557254395,2.0716196695216e-05
"83","plant_height","CWM","scale(Snw)",0.0148380148228099,0.0538766454227807,0.275407177012842,0.784386710525681
"84","plant_height","CWM","scale(auto)",-0.1505244956596,0.0543409763659602,-2.7699998366958,0.00838406656616668
"85","seed_mass","CM","(Intercept)",3.17577143540789,0.0385598907295651,82.3594511115385,3.61671005741956e-47
"86","seed_mass","CM","scale(elevation)",0.115977980857009,0.0400202570073186,2.89798191040601,0.00600450650633455
"87","seed_mass","CM","scale(FDD)",0.0161266323399188,0.0392867052907793,0.410485741182878,0.683587006815366
"88","seed_mass","CM","scale(GDD)",0.056410428335086,0.0438623398418519,1.28607886716662,0.205631308674571
"89","seed_mass","CM","scale(Snw)",-0.0044663755590687,0.0443452750274792,-0.100718183759173,0.92026509484141
"90","seed_mass","CM","scale(auto)",0.0643892222135009,0.0470132481699264,1.36959739477626,0.178267752303773
"91","seed_mass","CWM","(Intercept)",3.25111486704149,0.0780729490474873,41.6420143814989,3.55591408722529e-35
"92","seed_mass","CWM","scale(elevation)",0.173942344979672,0.0807609766563582,2.15379199436635,0.0371861346290822
"93","seed_mass","CWM","scale(FDD)",-0.14393604240764,0.0798851932032023,-1.80178624643884,0.0789353907081933
"94","seed_mass","CWM","scale(GDD)",-0.0484808544174223,0.0895312956653781,-0.541496178036101,0.59109621059512
"95","seed_mass","CWM","scale(Snw)",-0.0302210765721246,0.0871086432121779,-0.346935452759981,0.730414293653628
"96","seed_mass","CWM","scale(auto)",0.117069404868866,0.0943901005898964,1.24027206388418,0.221925967061193
